email,name,profile_score,rating_score,search_score
user2807@hotmail.com,Chris K.,1.15,3.83,2.49
user2807@hotmail.com,Chris K.,1.15,3.83,2.49
user2807@hotmail.com,Chris K.,1.15,3.83,2.49
user2807@hotmail.com,Chris K.,1.15,3.83,2.49
user7736@t-mobile.com,Jenny S.,0.96,4.00,2.48
user7736@t-mobile.com,Jenny S.,0.96,4.00,2.48
user7736@t-mobile.com,Jenny S.,0.96,4.00,2.48
user1943@verizon.net,Joei B.,0.96,4.00,2.48
user1943@verizon.net,Joei B.,0.96,4.00,2.48
user1943@verizon.net,Joei B.,0.96,4.00,2.48
user1943@verizon.net,Joei B.,0.96,4.00,2.48
user1943@verizon.net,Joei B.,0.96,4.00,2.48
user1690@verizon.net,Kevin H.,1.15,3.67,2.41
user1690@verizon.net,Kevin H.,1.15,3.67,2.41
user1690@verizon.net,Kevin H.,1.15,3.67,2.41
user2424@verizon.net,Kristina M.,1.54,3.25,2.40
user2424@verizon.net,Kristina M.,1.54,3.25,2.40
user2424@verizon.net,Kristina M.,1.54,3.25,2.40
user2424@verizon.net,Kristina M.,1.54,3.25,2.40
user6178@hotmail.com,Ashley  K.,1.35,3.43,2.39
user6178@hotmail.com,Ashley  K.,1.35,3.43,2.39
user6178@hotmail.com,Ashley  K.,1.35,3.43,2.39
user6178@hotmail.com,Ashley  K.,1.35,3.43,2.39
user6178@hotmail.com,Ashley  K.,1.35,3.43,2.39
user6178@hotmail.com,Ashley  K.,1.35,3.43,2.39
user6178@hotmail.com,Ashley  K.,1.35,3.43,2.39
user5398@verizon.net,Derek K.,0.77,4.00,2.38
user5398@verizon.net,Derek K.,0.77,4.00,2.38
user5398@verizon.net,Derek K.,0.77,4.00,2.38
user5398@verizon.net,Derek K.,0.77,4.00,2.38
user5398@verizon.net,Derek K.,0.77,4.00,2.38
user5398@verizon.net,Derek K.,0.77,4.00,2.38
user4917@t-mobile.com,Mackenzie  S.,1.73,3.00,2.37
user4917@t-mobile.com,Mackenzie  S.,1.73,3.00,2.37
user4917@t-mobile.com,Mackenzie  S.,1.73,3.00,2.37
user4917@t-mobile.com,Mackenzie  S.,1.73,3.00,2.37
user4917@t-mobile.com,Mackenzie  S.,1.73,3.00,2.37
user7650@verizon.net,Robert S.,1.15,3.57,2.36
user7650@verizon.net,Robert S.,1.15,3.57,2.36
user7650@verizon.net,Robert S.,1.15,3.57,2.36
user7650@verizon.net,Robert S.,1.15,3.57,2.36
user7650@verizon.net,Robert S.,1.15,3.57,2.36
user7650@verizon.net,Robert S.,1.15,3.57,2.36
user7650@verizon.net,Robert S.,1.15,3.57,2.36
user7938@verizon.net,Aksana B.,0.96,3.75,2.35
user7938@verizon.net,Aksana B.,0.96,3.75,2.35
user7938@verizon.net,Aksana B.,0.96,3.75,2.35
user7938@verizon.net,Aksana B.,0.96,3.75,2.35
user1842@hotmail.com,Christa A.,1.35,3.33,2.34
user1842@hotmail.com,Christa A.,1.35,3.33,2.34
user1842@hotmail.com,Christa A.,1.35,3.33,2.34
user7812@hotmail.com,Kailyn G.,1.35,3.33,2.34
user7812@hotmail.com,Kailyn G.,1.35,3.33,2.34
user7812@hotmail.com,Kailyn G.,1.35,3.33,2.34
user7812@hotmail.com,Kailyn G.,1.35,3.33,2.34
user7812@hotmail.com,Kailyn G.,1.35,3.33,2.34
user7812@hotmail.com,Kailyn G.,1.35,3.33,2.34
user1932@yahoo.com,Julie X.,1.15,3.50,2.33
user1932@yahoo.com,Julie X.,1.15,3.50,2.33
user1932@yahoo.com,Julie X.,1.15,3.50,2.33
user1932@yahoo.com,Julie X.,1.15,3.50,2.33
user1932@yahoo.com,Julie X.,1.15,3.50,2.33
user1932@yahoo.com,Julie X.,1.15,3.50,2.33
user7080@verizon.net,Ricky E.,1.15,3.50,2.33
user7080@verizon.net,Ricky E.,1.15,3.50,2.33
user7080@verizon.net,Ricky E.,1.15,3.50,2.33
user7080@verizon.net,Ricky E.,1.15,3.50,2.33
user7080@verizon.net,Ricky E.,1.15,3.50,2.33
user7080@verizon.net,Ricky E.,1.15,3.50,2.33
user4846@hotmail.com,Sandy O.,1.15,3.50,2.33
user4846@hotmail.com,Sandy O.,1.15,3.50,2.33
user4846@hotmail.com,Sandy O.,1.15,3.50,2.33
user4846@hotmail.com,Sandy O.,1.15,3.50,2.33
user1075@gmail.com,Terence A.,1.15,3.50,2.33
user1075@gmail.com,Terence A.,1.15,3.50,2.33
user1075@gmail.com,Terence A.,1.15,3.50,2.33
user1075@gmail.com,Terence A.,1.15,3.50,2.33
user1075@gmail.com,Terence A.,1.15,3.50,2.33
user1075@gmail.com,Terence A.,1.15,3.50,2.33
user6379@t-mobile.com,Chasen   T.,1.35,3.29,2.32
user6379@t-mobile.com,Chasen   T.,1.35,3.29,2.32
user6379@t-mobile.com,Chasen   T.,1.35,3.29,2.32
user6379@t-mobile.com,Chasen   T.,1.35,3.29,2.32
user6379@t-mobile.com,Chasen   T.,1.35,3.29,2.32
user6379@t-mobile.com,Chasen   T.,1.35,3.29,2.32
user6379@t-mobile.com,Chasen   T.,1.35,3.29,2.32
user6860@verizon.net,Michael E.,1.35,3.29,2.32
user6860@verizon.net,Michael E.,1.35,3.29,2.32
user6860@verizon.net,Michael E.,1.35,3.29,2.32
user6860@verizon.net,Michael E.,1.35,3.29,2.32
user6860@verizon.net,Michael E.,1.35,3.29,2.32
user6860@verizon.net,Michael E.,1.35,3.29,2.32
user6860@verizon.net,Michael E.,1.35,3.29,2.32
user3337@verizon.net,Alex S.,0.96,3.67,2.31
user3337@verizon.net,Alex S.,0.96,3.67,2.31
user3337@verizon.net,Alex S.,0.96,3.67,2.31
user3337@verizon.net,Alex S.,0.96,3.67,2.31
user3337@verizon.net,Alex S.,0.96,3.67,2.31
user3337@verizon.net,Alex S.,0.96,3.67,2.31
user2644@hotmail.com,Sylvia W.,1.35,3.25,2.30
user2644@hotmail.com,Sylvia W.,1.35,3.25,2.30
user2644@hotmail.com,Sylvia W.,1.35,3.25,2.30
user2644@hotmail.com,Sylvia W.,1.35,3.25,2.30
user9973@hotmail.com,Gwen G.,0.77,3.80,2.29
user9973@hotmail.com,Gwen G.,0.77,3.80,2.29
user9973@hotmail.com,Gwen G.,0.77,3.80,2.29
user9973@hotmail.com,Gwen G.,0.77,3.80,2.29
user9973@hotmail.com,Gwen G.,0.77,3.80,2.29
user5135@t-mobile.com,Jessica C.,1.15,3.43,2.29
user5135@t-mobile.com,Jessica C.,1.15,3.43,2.29
user5135@t-mobile.com,Jessica C.,1.15,3.43,2.29
user5135@t-mobile.com,Jessica C.,1.15,3.43,2.29
user5135@t-mobile.com,Jessica C.,1.15,3.43,2.29
user5135@t-mobile.com,Jessica C.,1.15,3.43,2.29
user5135@t-mobile.com,Jessica C.,1.15,3.43,2.29
user5598@hotmail.com,Gayle P.,1.15,3.40,2.27
user5598@hotmail.com,Gayle P.,1.15,3.40,2.27
user5598@hotmail.com,Gayle P.,1.15,3.40,2.27
user5598@hotmail.com,Gayle P.,1.15,3.40,2.27
user5598@hotmail.com,Gayle P.,1.15,3.40,2.27
user4691@hotmail.com,Kathryn S.,1.54,3.00,2.27
user4691@hotmail.com,Kathryn S.,1.54,3.00,2.27
user4691@hotmail.com,Kathryn S.,1.54,3.00,2.27
user4691@hotmail.com,Kathryn S.,1.54,3.00,2.27
user4691@hotmail.com,Kathryn S.,1.54,3.00,2.27
user1949@gmail.com,Ashley H.,1.15,3.33,2.24
user1949@gmail.com,Ashley H.,1.15,3.33,2.24
user1949@gmail.com,Ashley H.,1.15,3.33,2.24
user1949@gmail.com,Ashley H.,1.15,3.33,2.24
user1949@gmail.com,Ashley H.,1.15,3.33,2.24
user1949@gmail.com,Ashley H.,1.15,3.33,2.24
user2983@verizon.net,Chanece W.,1.15,3.33,2.24
user2983@verizon.net,Chanece W.,1.15,3.33,2.24
user2983@verizon.net,Chanece W.,1.15,3.33,2.24
user2983@verizon.net,Chanece W.,1.15,3.33,2.24
user2983@verizon.net,Chanece W.,1.15,3.33,2.24
user2983@verizon.net,Chanece W.,1.15,3.33,2.24
user7345@verizon.net,Carl P.,0.96,3.50,2.23
user7345@verizon.net,Carl P.,0.96,3.50,2.23
user7345@verizon.net,Carl P.,0.96,3.50,2.23
user7345@verizon.net,Carl P.,0.96,3.50,2.23
user7177@verizon.net,Lisa D.,0.96,3.50,2.23
user7177@verizon.net,Lisa D.,0.96,3.50,2.23
user7177@verizon.net,Lisa D.,0.96,3.50,2.23
user7177@verizon.net,Lisa D.,0.96,3.50,2.23
user7177@verizon.net,Lisa D.,0.96,3.50,2.23
user7177@verizon.net,Lisa D.,0.96,3.50,2.23
user6702@hotmail.com,Jordan  R.,1.15,3.25,2.20
user6702@hotmail.com,Jordan  R.,1.15,3.25,2.20
user6702@hotmail.com,Jordan  R.,1.15,3.25,2.20
user6702@hotmail.com,Jordan  R.,1.15,3.25,2.20
user7442@verizon.net,Leah S.,0.96,3.40,2.18
user7442@verizon.net,Leah S.,0.96,3.40,2.18
user7442@verizon.net,Leah S.,0.96,3.40,2.18
user7442@verizon.net,Leah S.,0.96,3.40,2.18
user7442@verizon.net,Leah S.,0.96,3.40,2.18
user6074@t-mobile.com,Tony L.,0.96,3.40,2.18
user6074@t-mobile.com,Tony L.,0.96,3.40,2.18
user6074@t-mobile.com,Tony L.,0.96,3.40,2.18
user6074@t-mobile.com,Tony L.,0.96,3.40,2.18
user6074@t-mobile.com,Tony L.,0.96,3.40,2.18
user7759@hotmail.com,Jennifer W.,1.35,3.00,2.17
user7759@hotmail.com,Jennifer W.,1.35,3.00,2.17
user7759@hotmail.com,Jennifer W.,1.35,3.00,2.17
user7759@hotmail.com,Jennifer W.,1.35,3.00,2.17
user6217@gmail.com,William P.,1.15,3.20,2.17
user6217@gmail.com,William P.,1.15,3.20,2.17
user6217@gmail.com,William P.,1.15,3.20,2.17
user6217@gmail.com,William P.,1.15,3.20,2.17
user6217@gmail.com,William P.,1.15,3.20,2.17
user7861@yahoo.com,Christa Z.,1.54,2.78,2.16
user7861@yahoo.com,Christa Z.,1.54,2.78,2.16
user7861@yahoo.com,Christa Z.,1.54,2.78,2.16
user7861@yahoo.com,Christa Z.,1.54,2.78,2.16
user7861@yahoo.com,Christa Z.,1.54,2.78,2.16
user7861@yahoo.com,Christa Z.,1.54,2.78,2.16
user7861@yahoo.com,Christa Z.,1.54,2.78,2.16
user7861@yahoo.com,Christa Z.,1.54,2.78,2.16
user7861@yahoo.com,Christa Z.,1.54,2.78,2.16
user9414@gmail.com,Alejandro G.,1.73,2.57,2.15
user9414@gmail.com,Alejandro G.,1.73,2.57,2.15
user9414@gmail.com,Alejandro G.,1.73,2.57,2.15
user9414@gmail.com,Alejandro G.,1.73,2.57,2.15
user9414@gmail.com,Alejandro G.,1.73,2.57,2.15
user9414@gmail.com,Alejandro G.,1.73,2.57,2.15
user9414@gmail.com,Alejandro G.,1.73,2.57,2.15
user4980@gmail.com,Jessica E.,1.15,3.14,2.15
user4980@gmail.com,Jessica E.,1.15,3.14,2.15
user4980@gmail.com,Jessica E.,1.15,3.14,2.15
user4980@gmail.com,Jessica E.,1.15,3.14,2.15
user4980@gmail.com,Jessica E.,1.15,3.14,2.15
user4980@gmail.com,Jessica E.,1.15,3.14,2.15
user4980@gmail.com,Jessica E.,1.15,3.14,2.15
user4671@yahoo.com,Meagan M.,0.96,3.29,2.12
user4671@yahoo.com,Meagan M.,0.96,3.29,2.12
user4671@yahoo.com,Meagan M.,0.96,3.29,2.12
user4671@yahoo.com,Meagan M.,0.96,3.29,2.12
user4671@yahoo.com,Meagan M.,0.96,3.29,2.12
user4671@yahoo.com,Meagan M.,0.96,3.29,2.12
user4671@yahoo.com,Meagan M.,0.96,3.29,2.12
user4051@gmail.com,Dina L.,0.96,3.25,2.10
user4051@gmail.com,Dina L.,0.96,3.25,2.10
user4051@gmail.com,Dina L.,0.96,3.25,2.10
user4051@gmail.com,Dina L.,0.96,3.25,2.10
user1233@yahoo.com,Huan H.,0.77,3.43,2.10
user1233@yahoo.com,Huan H.,0.77,3.43,2.10
user1233@yahoo.com,Huan H.,0.77,3.43,2.10
user1233@yahoo.com,Huan H.,0.77,3.43,2.10
user1233@yahoo.com,Huan H.,0.77,3.43,2.10
user1233@yahoo.com,Huan H.,0.77,3.43,2.10
user1233@yahoo.com,Huan H.,0.77,3.43,2.10
user9792@hotmail.com,Nancy O.,0.96,3.25,2.10
user9792@hotmail.com,Nancy O.,0.96,3.25,2.10
user9792@hotmail.com,Nancy O.,0.96,3.25,2.10
user9792@hotmail.com,Nancy O.,0.96,3.25,2.10
user3971@hotmail.com,Michelle B.,1.35,2.83,2.09
user3971@hotmail.com,Michelle B.,1.35,2.83,2.09
user3971@hotmail.com,Michelle B.,1.35,2.83,2.09
user3971@hotmail.com,Michelle B.,1.35,2.83,2.09
user3971@hotmail.com,Michelle B.,1.35,2.83,2.09
user3971@hotmail.com,Michelle B.,1.35,2.83,2.09
user5555@gmail.com,Julianna C.,1.35,2.80,2.08
user5555@gmail.com,Julianna C.,1.35,2.80,2.08
user5555@gmail.com,Julianna C.,1.35,2.80,2.08
user5555@gmail.com,Julianna C.,1.35,2.80,2.08
user5555@gmail.com,Julianna C.,1.35,2.80,2.08
user8738@gmail.com,Julie W.,1.15,3.00,2.08
user8738@gmail.com,Julie W.,1.15,3.00,2.08
user8738@gmail.com,Julie W.,1.15,3.00,2.08
user8738@gmail.com,Julie W.,1.15,3.00,2.08
user8738@gmail.com,Julie W.,1.15,3.00,2.08
user8738@gmail.com,Julie W.,1.15,3.00,2.08
user8738@gmail.com,Julie W.,1.15,3.00,2.08
user8738@gmail.com,Julie W.,1.15,3.00,2.08
user1349@hotmail.com,Magali M.,0.96,3.20,2.08
user1349@hotmail.com,Magali M.,0.96,3.20,2.08
user1349@hotmail.com,Magali M.,0.96,3.20,2.08
user1349@hotmail.com,Magali M.,0.96,3.20,2.08
user1349@hotmail.com,Magali M.,0.96,3.20,2.08
user5411@hotmail.com,Mahgul U.,1.15,3.00,2.08
user2537@hotmail.com,Marita C.,1.15,3.00,2.08
user2537@hotmail.com,Marita C.,1.15,3.00,2.08
user9209@hotmail.com,Randal  W.,1.15,3.00,2.08
user9209@hotmail.com,Randal  W.,1.15,3.00,2.08
user9209@hotmail.com,Randal  W.,1.15,3.00,2.08
user9209@hotmail.com,Randal  W.,1.15,3.00,2.08
user9209@hotmail.com,Randal  W.,1.15,3.00,2.08
user9209@hotmail.com,Randal  W.,1.15,3.00,2.08
user9209@hotmail.com,Randal  W.,1.15,3.00,2.08
user8249@yahoo.com,Reagan N.,0.96,3.20,2.08
user8249@yahoo.com,Reagan N.,0.96,3.20,2.08
user8249@yahoo.com,Reagan N.,0.96,3.20,2.08
user8249@yahoo.com,Reagan N.,0.96,3.20,2.08
user8249@yahoo.com,Reagan N.,0.96,3.20,2.08
user4215@hotmail.com,Vanessa B.,1.15,3.00,2.08
user4215@hotmail.com,Vanessa B.,1.15,3.00,2.08
user4215@hotmail.com,Vanessa B.,1.15,3.00,2.08
user8656@yahoo.com,Anna Marie W.,1.35,2.75,2.05
user8656@yahoo.com,Anna Marie W.,1.35,2.75,2.05
user8656@yahoo.com,Anna Marie W.,1.35,2.75,2.05
user8656@yahoo.com,Anna Marie W.,1.35,2.75,2.05
user7540@verizon.net,Ben F.,0.77,3.33,2.05
user7540@verizon.net,Ben F.,0.77,3.33,2.05
user7540@verizon.net,Ben F.,0.77,3.33,2.05
user3341@gmail.com,Stephen W.,1.35,2.75,2.05
user3341@gmail.com,Stephen W.,1.35,2.75,2.05
user3341@gmail.com,Stephen W.,1.35,2.75,2.05
user3341@gmail.com,Stephen W.,1.35,2.75,2.05
user8248@t-mobile.com,Maureen  B.,1.35,2.67,2.01
user8248@t-mobile.com,Maureen  B.,1.35,2.67,2.01
user8248@t-mobile.com,Maureen  B.,1.35,2.67,2.01
user2847@verizon.net,Dawn M.,0.96,3.00,1.98
user2847@verizon.net,Dawn M.,0.96,3.00,1.98
user2847@verizon.net,Dawn M.,0.96,3.00,1.98
user2847@verizon.net,Dawn M.,0.96,3.00,1.98
user2847@verizon.net,Dawn M.,0.96,3.00,1.98
user2847@verizon.net,Dawn M.,0.96,3.00,1.98
user1211@yahoo.com,Lyndsey B.,1.35,2.60,1.98
user1211@yahoo.com,Lyndsey B.,1.35,2.60,1.98
user1211@yahoo.com,Lyndsey B.,1.35,2.60,1.98
user1211@yahoo.com,Lyndsey B.,1.35,2.60,1.98
user1211@yahoo.com,Lyndsey B.,1.35,2.60,1.98
user1777@yahoo.com,Nakisa S.,0.96,3.00,1.98
user1777@yahoo.com,Nakisa S.,0.96,3.00,1.98
user1777@yahoo.com,Nakisa S.,0.96,3.00,1.98
user1777@yahoo.com,Nakisa S.,0.96,3.00,1.98
user1777@yahoo.com,Nakisa S.,0.96,3.00,1.98
user1777@yahoo.com,Nakisa S.,0.96,3.00,1.98
user1777@yahoo.com,Nakisa S.,0.96,3.00,1.98
user1777@yahoo.com,Nakisa S.,0.96,3.00,1.98
user2655@verizon.net,Nancy B.,0.96,3.00,1.98
user2655@verizon.net,Nancy B.,0.96,3.00,1.98
user2655@verizon.net,Nancy B.,0.96,3.00,1.98
user8635@verizon.net,Paul S.,0.96,3.00,1.98
user8635@verizon.net,Paul S.,0.96,3.00,1.98
user8635@verizon.net,Paul S.,0.96,3.00,1.98
user8635@verizon.net,Paul S.,0.96,3.00,1.98
user8635@verizon.net,Paul S.,0.96,3.00,1.98
user8635@verizon.net,Paul S.,0.96,3.00,1.98
user8635@verizon.net,Paul S.,0.96,3.00,1.98
user4739@gmail.com,Lauren B.,1.35,2.57,1.96
user4739@gmail.com,Lauren B.,1.35,2.57,1.96
user4739@gmail.com,Lauren B.,1.35,2.57,1.96
user4739@gmail.com,Lauren B.,1.35,2.57,1.96
user4739@gmail.com,Lauren B.,1.35,2.57,1.96
user4739@gmail.com,Lauren B.,1.35,2.57,1.96
user4739@gmail.com,Lauren B.,1.35,2.57,1.96
user7582@yahoo.com,Sharon H.,1.15,2.75,1.95
user7582@yahoo.com,Sharon H.,1.15,2.75,1.95
user7582@yahoo.com,Sharon H.,1.15,2.75,1.95
user7582@yahoo.com,Sharon H.,1.15,2.75,1.95
user9921@t-mobile.com,Kimberly K.,1.54,2.33,1.94
user9921@t-mobile.com,Kimberly K.,1.54,2.33,1.94
user9921@t-mobile.com,Kimberly K.,1.54,2.33,1.94
user3123@t-mobile.com,Hilary S.,1.35,2.50,1.93
user3123@t-mobile.com,Hilary S.,1.35,2.50,1.93
user6407@t-mobile.com,Kandace L.,1.35,2.50,1.93
user6407@t-mobile.com,Kandace L.,1.35,2.50,1.93
user6407@t-mobile.com,Kandace L.,1.35,2.50,1.93
user6407@t-mobile.com,Kandace L.,1.35,2.50,1.93
user5082@t-mobile.com,Samantha O.,1.35,2.50,1.93
user5082@t-mobile.com,Samantha O.,1.35,2.50,1.93
user5082@t-mobile.com,Samantha O.,1.35,2.50,1.93
user5082@t-mobile.com,Samantha O.,1.35,2.50,1.93
user7287@hotmail.com,Caroline M.,1.73,2.00,1.86
user7287@hotmail.com,Caroline M.,1.73,2.00,1.86
user9271@yahoo.com,Cooper P.,0.96,2.75,1.85
user9271@yahoo.com,Cooper P.,0.96,2.75,1.85
user9271@yahoo.com,Cooper P.,0.96,2.75,1.85
user9271@yahoo.com,Cooper P.,0.96,2.75,1.85
user9612@t-mobile.com,Danielle W.,1.35,2.33,1.84
user9612@t-mobile.com,Danielle W.,1.35,2.33,1.84
user9612@t-mobile.com,Danielle W.,1.35,2.33,1.84
user5835@yahoo.com,Heather T.,0.96,2.67,1.81
user5835@yahoo.com,Heather T.,0.96,2.67,1.81
user5835@yahoo.com,Heather T.,0.96,2.67,1.81
user5835@yahoo.com,Heather T.,0.96,2.67,1.81
user5835@yahoo.com,Heather T.,0.96,2.67,1.81
user5835@yahoo.com,Heather T.,0.96,2.67,1.81
user6604@yahoo.com,Nelson M.,1.15,2.43,1.79
user6604@yahoo.com,Nelson M.,1.15,2.43,1.79
user6604@yahoo.com,Nelson M.,1.15,2.43,1.79
user6604@yahoo.com,Nelson M.,1.15,2.43,1.79
user6604@yahoo.com,Nelson M.,1.15,2.43,1.79
user6604@yahoo.com,Nelson M.,1.15,2.43,1.79
user6604@yahoo.com,Nelson M.,1.15,2.43,1.79
user3864@yahoo.com,Angie S.,1.15,2.40,1.77
user3864@yahoo.com,Angie S.,1.15,2.40,1.77
user3864@yahoo.com,Angie S.,1.15,2.40,1.77
user3864@yahoo.com,Angie S.,1.15,2.40,1.77
user3864@yahoo.com,Angie S.,1.15,2.40,1.77
user6094@gmail.com,Caroline J.,1.73,1.80,1.77
user6094@gmail.com,Caroline J.,1.73,1.80,1.77
user6094@gmail.com,Caroline J.,1.73,1.80,1.77
user6094@gmail.com,Caroline J.,1.73,1.80,1.77
user6094@gmail.com,Caroline J.,1.73,1.80,1.77
user2683@hotmail.com,Herlina S.,1.54,2.00,1.77
user2683@hotmail.com,Herlina S.,1.54,2.00,1.77
user2683@hotmail.com,Herlina S.,1.54,2.00,1.77
user9227@t-mobile.com,Pam L.,0.77,2.75,1.76
user9227@t-mobile.com,Pam L.,0.77,2.75,1.76
user9227@t-mobile.com,Pam L.,0.77,2.75,1.76
user9227@t-mobile.com,Pam L.,0.77,2.75,1.76
user9227@t-mobile.com,Pam L.,0.77,2.75,1.76
user9227@t-mobile.com,Pam L.,0.77,2.75,1.76
user9227@t-mobile.com,Pam L.,0.77,2.75,1.76
user9227@t-mobile.com,Pam L.,0.77,2.75,1.76
user9866@gmail.com,Ilka A.,0.77,2.71,1.74
user9866@gmail.com,Ilka A.,0.77,2.71,1.74
user9866@gmail.com,Ilka A.,0.77,2.71,1.74
user9866@gmail.com,Ilka A.,0.77,2.71,1.74
user9866@gmail.com,Ilka A.,0.77,2.71,1.74
user9866@gmail.com,Ilka A.,0.77,2.71,1.74
user9866@gmail.com,Ilka A.,0.77,2.71,1.74
user6713@gmail.com,Alex F.,0.96,2.50,1.73
user6713@gmail.com,Alex F.,0.96,2.50,1.73
user6713@gmail.com,Alex F.,0.96,2.50,1.73
user6713@gmail.com,Alex F.,0.96,2.50,1.73
user6713@gmail.com,Alex F.,0.96,2.50,1.73
user6713@gmail.com,Alex F.,0.96,2.50,1.73
user5363@verizon.net,Tessa L.,0.96,2.50,1.73
user5363@verizon.net,Tessa L.,0.96,2.50,1.73
user5363@verizon.net,Tessa L.,0.96,2.50,1.73
user5363@verizon.net,Tessa L.,0.96,2.50,1.73
user5363@verizon.net,Tessa L.,0.96,2.50,1.73
user5363@verizon.net,Tessa L.,0.96,2.50,1.73
user3489@yahoo.com,Conor H.,0.96,2.33,1.65
user3489@yahoo.com,Conor H.,0.96,2.33,1.65
user3489@yahoo.com,Conor H.,0.96,2.33,1.65
user5760@yahoo.com,Mary A.,0.77,2.50,1.64
user5760@yahoo.com,Mary A.,0.77,2.50,1.64
user5760@yahoo.com,Mary A.,0.77,2.50,1.64
user5760@yahoo.com,Mary A.,0.77,2.50,1.64
user3091@yahoo.com,Matthew Ryan H.,1.73,1.50,1.61
